Actual,Before_Calibration,After_Calibration,Difference
0,0.14,0.027313534290081293,0.11268646570991872
0,0.77,0.8826765370203031,0.11267653702030311
0,0.18,0.06735905177277958,0.11264094822722041
0,0.15,0.037375106638791525,0.11262489336120847
0,0.8,0.9126042331131498,0.11260423311314971
0,0.15,0.03752079303153903,0.11247920696846096
1,0.83,0.9424515321457264,0.11245153214572645
1,0.7,0.8123950748951196,0.11239507489511968
1,0.81,0.9222869901630453,0.11228699016304522
0,0.21,0.09775885925319572,0.11224114074680427
0,0.15,0.03779253566453146,0.11220746433546853
0,0.19,0.07779581627228115,0.11220418372771886
0,0.29,0.17780142759160394,0.11219857240839604
0,0.77,0.8821920088895766,0.11219200888957659
0,0.36,0.24782347524599757,0.11217652475400242
0,0.16,0.04789190811505539,0.11210809188494461
0,0.15,0.03790593181291728,0.11209406818708272
0,0.21,0.0979251964902353,0.11207480350976469
0,0.18,0.06800256024894144,0.11199743975105855
0,0.21,0.09807209458224676,0.11192790541775323
1,0.77,0.8818580333936261,0.1118580333936261
1,0.42,0.531838762187955,0.11183876218795502
0,0.15,0.03826320532999107,0.11173679467000892
1,0.78,0.8916890288108729,0.11168902881087284
0,0.44,0.5516808843093056,0.11168088430930562
1,0.3,0.18837171601687383,0.11162828398312616
0,0.15,0.0383989815724447,0.11160101842755529
0,0.4799999999999999,0.3684188653316219,0.11158113466837805
0,0.18,0.06842077099578577,0.11157922900421423
0,0.17,0.05843199853319736,0.11156800146680265
0,0.17,0.0584399555732544,0.11156004442674561
0,0.71,0.8215253798290003,0.11152537982900035
0,0.75,0.8614524487958295,0.1114524487958295
1,0.34,0.45144488875896666,0.11144488875896663
1,0.85,0.9613915008908972,0.11139150089089722
0,0.15,0.03865172182301184,0.11134827817698816
0,0.47,0.5812926571496727,0.11129265714967274
1,0.81,0.9212592107570003,0.11125921075700029
1,0.53,0.41877743860227146,0.11122256139772857
1,0.82,0.931190431773451,0.111190431773451
1,0.83,0.9411894762014714,0.11118947620147146
1,0.17,0.058811123823210285,0.11118887617678973
1,0.32,0.20885933179315122,0.11114066820684879
1,0.6,0.7111092444979393,0.11110924449793935
0,0.18,0.06905633793320509,0.1109436620667949
1,0.78,0.8909211198041828,0.11092111980418273
0,0.48,0.36911838186030244,0.11088161813969755
0,0.22,0.10913469360927688,0.11086530639072312
0,0.26,0.14917613854460549,0.11082386145539452
0,0.17,0.05926565643131252,0.1107343435686875
1,0.7,0.8107215131438442,0.11072151314384426
0,0.86,0.970630258792976,0.11063025879297606
0,0.17,0.0593885022473508,0.11061149775264921
0,0.22,0.109450286617928,0.110549713382072
0,0.19,0.07947369322410126,0.11052630677589874
0,0.24,0.1294970151505998,0.11050298484940019
0,0.15,0.03952402994209916,0.11047597005790083
0,0.3,0.18954567893900037,0.11045432106099962
1,0.77,0.8804518732216499,0.11045187322164984
0,0.18,0.06975876866475791,0.11024123133524208
0,0.2,0.08990108160031704,0.11009891839968297
1,0.38,0.26990933700658226,0.11009066299341774
0,0.15,0.03998109517907112,0.11001890482092888
0,0.15,0.04002273136971958,0.10997726863028041
0,0.23,0.12005126618443725,0.10994873381556276
0,0.18,0.07032476359526117,0.10967523640473882
0,0.17,0.060345607471410045,0.10965439252858997
0,0.58,0.47036742292810513,0.10963257707189483
0,0.16,0.0504405436071673,0.10955945639283271
1,0.2,0.09049461750647526,0.10950538249352475
1,0.16,0.05051193384757634,0.10948806615242367
1,0.16,0.05051193384757634,0.10948806615242367
0,0.26,0.15061424241000965,0.10938575758999036
1,0.49,0.3806686576390986,0.10933134236090142
0,0.82,0.9292532708468831,0.10925327084688319
1,0.75,0.8592158630876447,0.10921586308764475
1,0.62,0.7292054897957962,0.10920548979579625
1,0.82,0.9291246703637525,0.10912467036375251
1,0.76,0.8690953911107486,0.10909539111074862
0,0.19,0.08091593811690301,0.109084061883097
0,0.15,0.04095406283852719,0.1090459371614728
0,0.18,0.0711045492992522,0.1088954507007478
1,0.18,0.07110801810649232,0.10889198189350767
0,0.84,0.9488296892057793,0.10882968920577929
0,0.28,0.17117545047848387,0.10882454952151616
0,0.23,0.1212132680592118,0.10878673194078821
1,0.83,0.9387391530927921,0.10873915309279214
1,0.15,0.04128360735572302,0.10871639264427697
0,0.2,0.09129330141221427,0.10870669858778574
0,0.83,0.9385971785397237,0.10859717853972373
1,0.77,0.878582182901216,0.10858218290121602
0,0.59,0.48142829532123976,0.1085717046787602
0,0.15,0.041466261903780076,0.10853373809621991
0,0.15,0.041581810150650114,0.10841818984934988
0,0.35,0.24161573140402076,0.10838426859597922
0,0.51,0.6183755661533252,0.10837556615332522
1,0.66,0.7683249941043366,0.1083249941043366
0,0.33,0.22168046243278217,0.10831953756721785
1,0.7,0.8082578694986567,0.10825786949865679
1,0.82,0.9282160446493846,0.10821604464938461
0,0.15,0.04178525679038684,0.10821474320961316
0,0.31,0.20186109614462405,0.10813890385537595
0,0.16,0.05188132138212911,0.10811867861787089
1,0.15,0.04191245793291702,0.10808754206708297
0,0.24,0.13191862475932414,0.10808137524067585
1,0.4,0.2919789912872204,0.10802100871277964
0,0.25,0.14198290574459813,0.10801709425540187
0,0.18,0.07198305861525792,0.10801694138474208
0,0.36,0.2520022864007604,0.1079977135992396
0,0.15,0.04201951588512527,0.10798048411487472
1,0.85,0.9578526777782288,0.10785267777822882
1,0.84,0.9478241935276726,0.10782419352767258
0,0.35,0.24221707804332726,0.10778292195667272
1,0.78,0.8877529275079711,0.10775292750797105
0,0.18,0.07225309167755661,0.10774690832244338
0,0.16,0.052260936207165445,0.10773906379283456
0,0.8,0.9077355076279755,0.10773550762797546
1,0.85,0.9577123059217143,0.10771230592171432
1,0.85,0.9576724502924525,0.10767245029245254
0,0.13,0.2376630923499219,0.10766309234992189
0,0.2,0.09242403098842154,0.10757596901157847
1,0.77,0.8775226110050418,0.10752261100504179
0,0.15,0.04250284227919862,0.10749715772080137
0,0.15,0.042535169411779816,0.10746483058822018
0,0.15,0.0425433895009492,0.1074566104990508
0,0.29,0.18260135929670118,0.1073986407032988
0,0.19,0.08262588400806839,0.10737411599193161
0,0.16,0.05272112859682121,0.1072788714031788
0,0.16,0.05274403916726006,0.10725596083273994
1,0.41,0.3027760485416007,0.1072239514583993
0,0.29,0.18282529585528423,0.10717470414471575
0,0.16,0.052831621194172285,0.10716837880582772
0,0.16,0.052843354729284454,0.10715664527071556
0,0.18,0.07289611490249878,0.10710388509750121
1,0.67,0.77700731830372,0.10700731830372001
0,0.17,0.06300236061853935,0.10699763938146066
0,0.17,0.06306060418497303,0.10693939581502698
1,0.23,0.12306509126671039,0.10693490873328962
0,0.22,0.11307846961214119,0.10692153038785882
0,0.22,0.11317228908179514,0.10682771091820487
0,0.15,0.04317928707983308,0.10682071292016691
0,0.14,0.03319210298926188,0.10680789701073813
0,0.14,0.03319210298926188,0.10680789701073813
0,0.17,0.06328802328170395,0.10671197671829606
0,0.18,0.07330228145496563,0.10669771854503436
0,0.27,0.16332641008958318,0.10667358991041684
0,0.35,0.24337049675535133,0.10662950324464865
0,0.16,0.053387614541396275,0.10661238545860373
0,0.15,0.0434091290590647,0.10659087094093529
0,0.18,0.0734691905275549,0.10653080947244509
0,0.22,0.11347058895375103,0.10652941104624897
0,0.14,0.03348323000192288,0.10651676999807713
0,0.14,0.03351389716518254,0.10648610283481746
0,0.46,0.5664731019561919,0.10647310195619192
0,0.17,0.06353910028324775,0.10646089971675227
0,0.27,0.16359712183050382,0.1064028781694962
1,0.78,0.88639780933051,0.10639780933051002
0,0.22,0.11362381422248598,0.10637618577751402
1,0.79,0.8963471060845837,0.10634710608458364
0,0.22,0.11370289850635526,0.10629710149364474
0,0.55,0.6562461594073747,0.1062461594073747
0,0.17,0.06378473865006025,0.10621526134993976
0,0.62,0.7262037669041735,0.10620376690417355
1,0.86,0.9661838192674219,0.10618381926742193
0,0.28,0.17381957054662717,0.10618042945337286
0,0.84,0.9461502556521545,0.10615025565215452
0,0.22,0.11390119310059237,0.10609880689940764
0,0.14,0.03390549107127594,0.10609450892872407
0,0.21,0.10393368658964111,0.10606631341035888
0,0.17,0.06395027256914985,0.10604972743085016
0,0.15,0.04401204381617311,0.10598795618382689
1,0.86,0.9659300269104676,0.1059300269104676
0,0.4,0.2940723704192355,0.10592762958076452
0,0.17,0.06412549828057718,0.10587450171942284
1,0.64,0.7458597419294707,0.10585974192947067
0,0.22,0.11422453831351924,0.10577546168648076
1,0.63,0.7357483796406246,0.10574837964062456
0,0.35,0.24440507810527784,0.10559492189472214
0,0.19,0.08445281037070444,0.10554718962929556
1,0.79,0.8955152328771371,0.10551523287713704
0,0.21,0.10450402610976557,0.10549597389023442
1,0.68,0.7853538984803294,0.10535389848032939
1,0.2,0.09465980634515966,0.10534019365484035
1,0.86,0.9653318068037905,0.1053318068037905
0,0.4,0.5052827457945253,0.10528274579452523
1,0.27,0.16473638894598017,0.10526361105401985
0,0.71,0.8152203229247871,0.10522032292478711
0,0.17,0.06485109263186858,0.10514890736813143
1,0.62,0.7251266740188311,0.10512667401883113
0,0.21,0.10490106910593403,0.10509893089406597
0,0.14,0.03490162526797887,0.10509837473202115
1,0.81,0.9150469142824805,0.10504691428248047
1,0.77,0.8750398524062376,0.10503985240623759
0,0.35,0.2449819382517502,0.10501806174824979
0,0.17,0.06513266240725593,0.10486733759274408
0,0.26,0.15514674343444496,0.10485325656555505
0,0.16,0.05517825003696995,0.10482174996303005
1,0.37,0.2652261714721286,0.10477382852787137
0,0.14,0.03531826782170002,0.10468173217829999
0,0.16,0.05533743517171885,0.10466256482828115
0,0.36,0.25546005716665465,0.10453994283334533
1,0.21,0.10547789847141978,0.10452210152858021
0,0.74,0.8445088498337601,0.10450884983376008
0,0.14,0.03549853990668324,0.10450146009331678
1,0.76,0.8644475785378859,0.10444757853788589
1,0.85,0.9544395388517379,0.10443953885173796
1,0.32,0.21565495375146324,0.10434504624853677
0,0.14,0.03573211939202194,0.10426788060797806
0,0.34,0.23581931909212242,0.1041806809078776
0,0.85,0.9541711781219437,0.10417117812194376
1,0.84,0.9441483334506289,0.1041483334506289
0,0.18,0.07586101058280173,0.10413898941719826
1,0.57,0.6741385075942163,0.10413850759421639
0,0.15,0.04586954632566979,0.10413045367433021
1,0.42,0.31599325878835427,0.10400674121164571
1,0.83,0.9338057890113177,0.10380578901131776
0,0.8,0.9038018902133172,0.1038018902133172
0,0.14,0.03620205796308612,0.10379794203691389
0,0.38,0.2762077454910386,0.1037922545089614
0,0.15,0.04627580160262026,0.10372419839737973
0,0.19,0.08636824813099082,0.10363175186900918
0,0.26,0.15640121260034,0.10359878739966
0,0.22,0.11645949283349774,0.10354050716650226
1,0.85,0.9535200258920037,0.10352002589200371
0,0.26,0.1565011182884653,0.10349888171153471
1,0.86,0.9634188769010785,0.10341887690107854
1,0.69,0.793377609453071,0.10337760945307106
0,0.15,0.0466290404157221,0.10337095958427789
0,0.15,0.046716656959263046,0.10328334304073694
0,0.17,0.06680123053577298,0.10319876946422703
1,0.83,0.9331593207535516,0.10315932075355161
0,0.71,0.8131282640003255,0.10312826400032549
1,0.79,0.8931055954961564,0.10310559549615639
0,0.14,0.036913857024879634,0.10308614297512038
0,0.2,0.09697460841598056,0.10302539158401945
1,0.62,0.722940939063183,0.10294093906318302
0,0.45,0.3470900023685459,0.10290999763145409
1,0.53,0.4271344459938559,0.10286555400614411
0,0.14,0.037147391591394054,0.10285260840860597
0,0.15,0.04716945497215873,0.10283054502784127
1,0.46,0.35717140476317694,0.10282859523682308
0,0.19,0.08718579871005655,0.10281420128994345
0,0.14,0.03720788851538067,0.10279211148461934
0,0.32,0.2172627723214672,0.1027372276785328
1,0.83,0.9327283959555421,0.10272839595554217
0,0.17,0.06727459689526746,0.10272540310473255
0,0.5,0.6027070932105612,0.10270709321056115
0,0.2,0.09734647444371393,0.10265352555628608
0,0.14,0.037371115904075956,0.10262888409592405
0,0.15,0.047385399106504036,0.10261460089349596
0,0.63,0.7326008364797729,0.10260083647977292
1,0.82,0.7175218294665235,0.10247817053347641
1,0.62,0.7224358440762376,0.10243584407623763
0,0.15,0.047588959251461456,0.10241104074853855
1,0.73,0.8323876994070879,0.10238769940708792
1,0.23,0.12765338881117824,0.10234661118882177
0,0.65,0.7523091823185968,0.10230918231859676
1,0.64,0.7422869683552327,0.10228696835523265
0,0.3,0.19773802405173396,0.10226197594826603
0,0.19,0.08777120635062338,0.10222879364937662
0,0.31,0.20782230389853065,0.10217769610146935
1,0.77,0.8721056371088831,0.1021056371088831
1,0.17,0.06789658135727324,0.10210341864272678
0,0.17,0.06791569526579934,0.10208430473420067
0,0.79,0.8920615075530787,0.10206150755307863
1,0.79,0.8920564552813662,0.1020564552813662
1,0.45,0.34797548579074755,0.10202451420925246
0,0.16,0.05801128887792515,0.10198871112207486
1,0.65,0.7519468840181182,0.10194688401811813
0,0.15,0.04806384675657647,0.10193615324342353
0,0.14,0.03809033068091546,0.10190966931908454
0,0.21,0.10812278413930347,0.10187721586069652
0,0.45,0.5518484529081346,0.10184845290813455
1,0.74,0.8418234856841191,0.10182348568411914
1,0.14,0.03818545816431125,0.10181454183568876
0,0.2,0.09827329560422922,0.10172670439577079
0,0.45,0.3482854586112162,0.10171454138878383
1,0.84,0.9417004262341312,0.10170042623413122
1,0.75,0.8516526671156915,0.10165266711569154
0,0.15,0.04837957066918765,0.10162042933081233
0,0.83,0.9315793968818301,0.10157939688183015
0,0.42,0.5215365951723963,0.10153659517239627
0,0.18,0.07853508899151199,0.101464911008488
0,0.46,0.3586447448634691,0.10135525513653093
1,0.75,0.8513397059089621,0.10133970590896213
0,0.56,0.661249674638958,0.10124967463895795
0,0.17,0.0687833845004401,0.10121661549955992
1,0.85,0.9512104312752454,0.10121043127524543
0,0.25,0.14879428624183927,0.10120571375816073
1,0.84,0.9411908538324653,0.10119085383246529
0,0.15,0.048809763412459926,0.10119023658754006
0,0.19,0.08882560569982276,0.10117439430017724
0,0.6,0.7011599487383002,0.10115994873830025
1,0.69,0.7911240343715729,0.10112403437157291
0,0.15,0.04890074552173258,0.10109925447826741
0,0.35,0.24890795892898723,0.10109204107101274
0,0.14,0.03900933231575816,0.10099066768424185
0,0.14,0.03904596675488833,0.10095403324511168
0,0.15,0.049047788099258596,0.1009522119007414
0,0.16,0.05923916972734265,0.10076083027265735
0,0.21,0.10932010332337108,0.10067989667662891
0,0.15,0.04936714145230193,0.10063285854769807
1,0.86,0.960610549512803,0.10061054951280302
0,0.15,0.049466045735540524,0.10053395426445946
0,0.14,0.03949367347513461,0.10050632652486541
0,0.55,0.6504769634441934,0.10047696344419332
1,0.84,0.9404445182795056,0.10044451827950562
0,0.15,0.04955656378740127,0.10044343621259873
1,0.47,0.3695822178043454,0.10041778219565456
0,0.64,0.7404130594725564,0.10041305947255641
0,0.2,0.09964572452979083,0.10035427547020918
1,0.45,0.34965404163401803,0.10034595836598198
0,0.35,0.24966768745877008,0.1003323125412299
1,0.6,0.7002759461003965,0.10027594610039647
0,0.18,0.0799201693945837,0.1000798306054163
1,0.69,0.7900325647655221,0.10003256476552214
0,0.75,0.8500008830711294,0.10000088307112942
0,0.15,0.050158488727219806,0.09984151127278018
0,0.59,0.6897664516502809,0.09976645165028097
0,0.17,0.07035894064920235,0.09964105935079766
1,0.84,0.9395895326117705,0.0995895326117705
0,0.17,0.0704160705126366,0.09958392948736342
0,0.42,0.3204294410108613,0.09957055898913869
0,0.82,0.9195548315678076,0.09955483156780764
0,0.17,0.070462355595597,0.099537644404403
0,0.19,0.09054743331598004,0.09945256668401996
0,0.21,0.11072686341453186,0.09927313658546813
0,0.2,0.1007430539028686,0.09925694609713141
1,0.87,0.9692042948508455,0.09920429485084548
0,0.22,0.12081540303262714,0.09918459696737286
0,0.2,0.10081670816400057,0.09918329183599944
0,0.13,0.030828019035260657,0.09917198096473935
0,0.15,0.050828634758627075,0.09917136524137292
0,0.18,0.08082991403325354,0.09917008596674645
0,0.14,0.04086429726154343,0.0991357027384566
0,0.14,0.04086429726154343,0.0991357027384566
0,0.42,0.3208722215692142,0.0991277784307858
0,0.2,0.10090761343189476,0.09909238656810525
0,0.45,0.5490574427626144,0.09905744276261436
0,0.72,0.8190423750544309,0.09904237505443092
0,0.54,0.6389910203426472,0.09899102034264717
1,0.27,0.1710608686967693,0.0989391313032307
1,0.38,0.28106093912428276,0.09893906087571724
0,0.15,0.05107879001351269,0.0989212099864873
0,0.15,0.051167179374917826,0.09883282062508217
0,0.25,0.15119413730743503,0.09880586269256497
0,0.63,0.7287971143642367,0.09879711436423666
0,0.14,0.04123371306852571,0.0987662869314743
1,0.74,0.8387125806584013,0.09871258065840127
1,0.75,0.8486984127344291,0.09869841273442914
1,0.63,0.7285359085681514,0.09853590856815142
1,0.24,0.141464522080831,0.098535477919169
0,0.15,0.05146852567721807,0.09853147432278192
0,0.14,0.04147207474983858,0.09852792525016144
0,0.47,0.37155984230856615,0.09844015769143383
0,0.13,0.03157697337993871,0.0984230266200613
0,0.83,0.9283909330052731,0.09839093300527313
0,0.16,0.06161436474516598,0.09838563525483401
1,0.24,0.14163798723401194,0.09836201276598805
0,0.28,0.18166225100930156,0.09833774899069847
0,0.16,0.06169453025265511,0.09830546974734489
0,0.23,0.13171109377481044,0.09828890622518957
0,0.15,0.05177543172344993,0.09822456827655007
0,0.54,0.6381982987576145,0.09819829875761443
0,0.63,0.7281735658499502,0.09817356584995018
0,0.29,0.19182836367436257,0.09817163632563741
0,0.17,0.0718798114858564,0.09812018851414361
1,0.78,0.8781024540782754,0.09810245407827534
0,0.13,0.032001670521039506,0.0979983294789605
1,0.87,0.9679749386910347,0.09797493869103469
0,0.8,0.8979348506255687,0.09793485062556861
0,0.14,0.04207080730582661,0.09792919269417341
0,0.25,0.1520886920192702,0.0979113079807298
0,0.48,0.3821390369380626,0.09786096306193737
0,0.17,0.07218773476380809,0.09781226523619192
0,0.64,0.7377487708220061,0.09774877082200606
1,0.85,0.9477437774745991,0.09774377747459917
1,0.75,0.8476957022260404,0.0976957022260404
1,0.75,0.8476957022260404,0.0976957022260404
1,0.71,0.8076879443751912,0.09768794437519124
0,0.68,0.7776468546498686,0.09764685464986855
1,0.7,0.7976440829456042,0.09764408294560423
0,0.17,0.07246847751195881,0.0975315224880412
1,0.57,0.6675312537046438,0.09753125370464388
0,0.24,0.14249363664767645,0.09750636335232354
1,0.67,0.7674649586583836,0.09746495865838356
0,0.83,0.9274616098391283,0.09746160983912833
1,0.61,0.7074485140825261,0.09744851408252608
0,0.65,0.7473308396240814,0.0973308396240814
0,0.14,0.042711017595153104,0.0972889824048469
1,0.84,0.9372599653902653,0.09725996539026538
0,0.28,0.18277054603813986,0.09722945396186017
1,0.54,0.6372233410893908,0.09722334108939079
0,0.35,0.2528004510052825,0.0971995489947175
0,0.35,0.2528004510052825,0.0971995489947175
1,0.71,0.8071696270238522,0.09716962702385223
0,0.23,0.13286917588169456,0.09713082411830545
0,0.19,0.09299425369473675,0.09700574630526325
0,0.34,0.2432409890980151,0.09675901090198494
0,0.64,0.736745446354253,0.09674544635425297
0,0.59,0.6867123821589075,0.09671238215890754
0,0.18,0.08329556995636712,0.09670443004363287
0,0.45,0.5466928085205367,0.09669280852053669
1,0.87,0.9666788854284525,0.09667888542845249
0,0.39,0.29340907084402923,0.09659092915597078
0,0.15,0.05344809947385766,0.09655190052614233
0,0.28,0.18352147773520142,0.09647852226479861
0,0.2,0.10354092081539637,0.09645907918460364
0,0.34,0.24355861456165068,0.09644138543834935
1,0.17,0.0736610917781259,0.09633890822187412
0,0.16,0.0636684805209021,0.0963315194790979
0,0.13,0.03371202487204181,0.0962879751279582
0,0.51,0.4137286692705273,0.09627133072947269
0,0.14,0.043738669961366036,0.09626133003863398
0,0.49,0.3937900829306446,0.09620991706935539
0,0.74,0.8361928039713382,0.09619280397133823
1,0.48,0.5761296392748936,0.0961296392748936
0,0.16,0.06390737846278176,0.09609262153721825
1,0.71,0.806090749697716,0.09609074969771603
0,0.13,0.03402092378674249,0.09597907621325752
1,0.85,0.9459737574584681,0.09597375745846815
1,0.15,0.05410304992856281,0.09589695007143718
0,0.24,0.1441380288123438,0.09586197118765619
0,0.35,0.25414452204214577,0.09585547795785421
0,0.26,0.16415743203026534,0.09584256796973467
1,0.69,0.7858293918929953,0.09582939189299533
0,0.14,0.044203982537789434,0.09579601746221059
0,0.13,0.03420498224553793,0.09579501775446207
0,0.14,0.044241410359457015,0.095758589640543
1,0.82,0.9156899160658047,0.09568991606580479
0,0.16,0.06431834877418549,0.09568165122581451
0,0.17,0.07434566297576153,0.09565433702423848
0,0.26,0.1643539805002467,0.09564601949975332
0,0.17,0.07438895587400376,0.09561104412599625
0,0.18,0.08442419235069576,0.09557580764930423
0,0.54,0.4444642458647266,0.09553575413527343
0,0.2,0.10455292456419907,0.09544707543580094
0,0.48,0.575324030657021,0.095324030657021
0,0.13,0.034689458588279584,0.09531054141172042
0,0.47,0.3746950663465588,0.09530493365344117
0,0.36,0.2647448392534312,0.09525516074656881
0,0.13,0.0348063629242159,0.0951936370757841
0,0.18,0.08481113923725195,0.09518886076274805
0,0.14,0.04488445393878906,0.09511554606121095
0,0.16,0.0648909354859857,0.0951090645140143
0,0.14,0.04494272489101672,0.09505727510898329
0,0.14,0.045138752273920786,0.09486124772607923
0,0.14,0.045169138805069946,0.09483086119493006
0,0.13,0.035232132366826104,0.09476786763317391
0,0.15,0.055238187323434204,0.09476181267656579
0,0.13,0.03524295167430373,0.09475704832569627
1,0.75,0.8447196229487254,0.09471962294872538
1,0.53,0.4354280522049631,0.09457194779503691
0,0.16,0.0654620208252901,0.09453797917470991
0,0.15,0.055462543996741255,0.09453745600325875
1,0.65,0.7445055248850319,0.09450552488503183
0,0.15,0.055549608621798516,0.09445039137820148
1,0.85,0.9444092633419305,0.09440926334193056
0,0.25,0.1556563529542449,0.0943436470457551
1,0.45,0.35575716194689827,0.09424283805310174
0,0.3,0.20576805351014987,0.09423194648985012
0,0.14,0.04578855427155014,0.09421144572844987
0,0.24,0.14580537911876718,0.09419462088123282
0,0.15,0.055918671308812694,0.0940813286911873
0,0.23,0.13594881626274039,0.09405118373725962
0,0.14,0.046000690168459854,0.09399930983154016
0,0.13,0.03602718854090843,0.09397281145909157
0,0.14,0.04609469530965511,0.0939053046903449
0,0.8,0.8938889841200718,0.09388898412007174
1,0.86,0.9537858556040948,0.0937858556040948
1,0.87,0.9637803589312126,0.09378035893121262
0,0.67,0.7637323620950558,0.09373236209505575
0,0.52,0.42632129024377274,0.09367870975622727
1,0.62,0.7136635625692407,0.09366356256924069
0,0.17,0.07634214606434424,0.09365785393565577
0,0.17,0.07636452626782397,0.09363547373217604
1,0.87,0.9635275013186055,0.09352750131860554
0,0.66,0.7535253916611071,0.09352539166110707
0,0.84,0.9334901491915659,0.09349014919156595
0,0.86,0.9534805536365575,0.0934805536365575
0,0.28,0.18652668320285729,0.09347331679714274
0,0.43,0.33653702859497997,0.09346297140502002
0,0.15,0.05657162361418494,0.09342837638581505
0,0.31,0.21657171353664867,0.09342828646335133
0,0.35,0.2565782347537131,0.09342176524628687
1,0.86,0.9533623743838046,0.09336237438380457
1,0.73,0.8233458582451645,0.0933458582451645
0,0.15,0.05666074975250992,0.09333925024749007
0,0.15,0.05675686907579795,0.09324313092420204
1,0.5,0.40684002068314495,0.09315997931685505
0,0.23,0.1368427718900634,0.0931572281099366
0,0.13,0.036851836992350014,0.09314816300765
0,0.16,0.06686399998041401,0.093136000019586
0,0.12,0.027173494541539722,0.09282650545846027
1,0.86,0.9527873530269206,0.09278735302692065
0,0.24,0.14721435041847505,0.09278564958152494
0,0.16,0.06722701168518673,0.09277298831481327
0,0.5,0.40725265084942386,0.09274734915057614
0,0.13,0.037320042098817424,0.09267995790118258
1,0.16,0.0673481234147641,0.09265187658523591
0,0.13,0.037399652793162416,0.09260034720683759
1,0.86,0.9525809888213311,0.09258098882133114
0,0.16,0.06752154761517601,0.092478452384824
1,0.25,0.1575944646925427,0.09240553530745729
0,0.83,0.9223032844844383,0.09230328448443836
0,0.18,0.08772203385389268,0.09227796614610731
0,0.28,0.18773301800182884,0.09226698199817118
0,0.13,0.03773689416187408,0.09226310583812593
1,0.71,0.8022401169000796,0.0922401169000796
0,0.39,0.29777033497964817,0.09222966502035185
0,0.34,0.24785236638184918,0.09214763361815084
0,0.15,0.057930008332405504,0.0920699916675945
0,0.14,0.0479360296809231,0.09206397031907691
0,0.12,0.027965194760332344,0.09203480523966764
1,0.78,0.8720335704723954,0.09203357047239535
1,0.78,0.8720335704723954,0.09203357047239535
1,0.86,0.9519718223133511,0.0919718223133511
0,0.56,0.6519291659301584,0.09192916593015832
0,0.12,0.028128736957447976,0.09187126304255203
0,0.14,0.048206229179139165,0.09179377082086085
0,0.12,0.02822738640450863,0.09177261359549137
1,0.85,0.9417496046020132,0.0917496046020132
0,0.16,0.06825861142482788,0.09174138857517213
1,0.75,0.841711722394529,0.09171172239452896
1,0.23,0.13840074754452483,0.09159925245547518
1,0.85,0.9415487942563233,0.09154879425632334
0,0.13,0.038533726180572915,0.0914662738194271
0,0.12,0.028539044574099715,0.09146095542590028
0,0.13,0.03858958641784711,0.09141041358215289
0,0.17,0.07860776993410692,0.09139223006589309
0,0.4,0.49134876338439304,0.09134876338439302
1,0.41,0.5013324625785958,0.09133246257859579
1,0.62,0.7113092464396829,0.09130924643968286
0,0.85,0.9412870393652382,0.09128703936523819
1,0.81,0.9012762297770422,0.0912762297770422
0,0.24,0.14875074782229736,0.09124925217770263
0,0.14,0.048765519201165966,0.09123448079883405
1,0.59,0.4987766931614074,0.09122330683859259
0,0.18,0.08882444373982643,0.09117555626017357
0,0.13,0.03888144226642036,0.09111855773357964
0,0.22,0.12891328510159009,0.09108671489840992
0,0.19,0.09891528002628659,0.09108471997371341
0,0.86,0.951063126126793,0.09106312612679301
0,0.64,0.7310602399038842,0.09106023990388423
0,0.14,0.049058318519517516,0.0909416814804825
0,0.17,0.07906179244015113,0.09093820755984888
0,0.13,0.03909271469774371,0.0909072853022563
1,0.13,0.039120752493657464,0.09087924750634255
1,0.58,0.6708199738852367,0.09081997388523677
0,0.12,0.029203781117672224,0.09079621888232778
0,0.12,0.0292326342443023,0.09076736575569769
0,0.13,0.03924363946008709,0.09075636053991291
1,0.8,0.8906983294243712,0.09069832942437117
1,0.34,0.2493020778917891,0.09069792210821093
0,0.14,0.04931905615372726,0.09068094384627276
1,0.86,0.9506516927245368,0.09065169272453677
0,0.65,0.7406496447560156,0.09064964475601556
0,0.14,0.04935715425190037,0.09064284574809964
1,0.35,0.25948846264860614,0.09051153735139383
0,0.2,0.1095126508133601,0.0904873491866399
0,0.15,0.05958456198995845,0.09041543801004154
1,0.88,0.9703884363688893,0.09038843636888927
0,0.26,0.16965565065252342,0.0903443493474766
1,0.87,0.9603291715990239,0.09032917159902387
0,0.13,0.039685834483018545,0.09031416551698146
0,0.14,0.049695024772090035,0.09030497522790998
0,0.16,0.0696950841995917,0.09030491580040831
0,0.23,0.13970092148992402,0.09029907851007599
0,0.17,0.07971833903955165,0.09028166096044836
0,0.14,0.050007495600534434,0.08999250439946557
0,0.18,0.09003077185827611,0.08996922814172388
1,0.88,0.9699328179142961,0.08993281791429608
0,0.14,0.05007181050592026,0.08992818949407975
0,0.4,0.3101059668236846,0.08989403317631545
1,0.16,0.07011471906208191,0.08988528093791809
0,0.25,0.1601291714884608,0.08987082851153921
0,0.13,0.04018785664054154,0.08981214335945847
0,0.57,0.4802373968672038,0.08976260313279616
0,0.15,0.060322652638212605,0.0896773473617874
0,0.83,0.9196238197188243,0.08962381971882438
0,0.19,0.10042250730341233,0.08957749269658767
1,0.5,0.589521423242237,0.089521423242237
1,0.84,0.9295102643171201,0.08951026431712017
